,,6827469,,
inglewood,347,5.08241E-05,3279,0.16665224
emotional,346,5.06776E-05,3280,0.166222651
rest,346,5.06776E-05,3281,0.166273329
15yearold,346,5.06776E-05,3282,0.166324007
tapper,345,5.05312E-05,3283,0.165893833
forum,345,5.05312E-05,3284,0.165944364
nato,345,5.05312E-05,3285,0.165994895
least,344,5.03847E-05,3286,0.165564135
jake,344,5.03847E-05,3287,0.16561452
impregnated,344,5.03847E-05,3288,0.165664905
stavridis,344,5.03847E-05,3289,0.165715289
fabulous,344,5.03847E-05,3290,0.165765674
pair,343,5.02382E-05,3291,0.165334035
paid,343,5.02382E-05,3292,0.165384273
husband,343,5.02382E-05,3293,0.165434512
elsewhere,343,5.02382E-05,3294,0.16548475
conference,343,5.02382E-05,3295,0.165534988
james,343,5.02382E-05,3296,0.165585226
press,342,5.00918E-05,3297,0.165152562
pdt,342,5.00918E-05,3298,0.165202654
416pm,341,4.99453E-05,3299,0.164769551
manager,341,4.99453E-05,3300,0.164819496
ridiculous,340,4.97988E-05,3301,0.164385953
course,340,4.97988E-05,3302,0.164435752
counseled,340,4.97988E-05,3303,0.164485551
womens,339,4.96524E-05,3304,0.164051422
cruzs,339,4.96524E-05,3305,0.164101075
contend,339,4.96524E-05,3306,0.164150727
ago,339,4.96524E-05,3307,0.164200379
dreams,338,4.95059E-05,3308,0.163765518
critics,338,4.95059E-05,3309,0.163815024
transcript,338,4.95059E-05,3310,0.16386453
having,338,4.95059E-05,3311,0.163914036
ten,337,4.93594E-05,3312,0.163478443
referenced,337,4.93594E-05,3313,0.163527802
apr,337,4.93594E-05,3314,0.163577162
sen,337,4.93594E-05,3315,0.163626521
fighting,337,4.93594E-05,3316,0.16367588
childhood,336,4.9213E-05,3317,0.163239408
deck,336,4.9213E-05,3318,0.163288621
ranks,336,4.9213E-05,3319,0.163337834
lwilming,335,4.90665E-05,3320,0.162900776
widely,335,4.90665E-05,3321,0.162949843
bathroom,335,4.90665E-05,3322,0.162998909
workplace,335,4.90665E-05,3323,0.163047976
sunday,335,4.90665E-05,3324,0.163097042
daughter,335,4.90665E-05,3325,0.163146109
workers,334,4.892E-05,3326,0.162708025
valet,334,4.892E-05,3327,0.162756946
conversation,334,4.892E-05,3328,0.162805866
wilmington,334,4.892E-05,3329,0.162854786
mentioned,334,4.892E-05,3330,0.162903706
regulate,333,4.87736E-05,3331,0.162464744
boost,333,4.87736E-05,3332,0.162513517
rig,333,4.87736E-05,3333,0.162562291
leah,333,4.87736E-05,3334,0.162611064
possible,332,4.86271E-05,3335,0.16217137
timeline,332,4.86271E-05,3336,0.162219997
cultural,332,4.86271E-05,3337,0.162268624
exists,331,4.84806E-05,3338,0.161828344
sterman,331,4.84806E-05,3339,0.161876824
sobering,331,4.84806E-05,3340,0.161925305
firstquarter,331,4.84806E-05,3341,0.161973786
broader,331,4.84806E-05,3342,0.162022266
wrong,330,4.83342E-05,3343,0.161581107
david,330,4.83342E-05,3344,0.161629441
sediment,330,4.83342E-05,3345,0.161677775
fallin,329,4.81877E-05,3346,0.161236031
realize,329,4.81877E-05,3347,0.161284218
naturalization,329,4.81877E-05,3348,0.161332406
feet,328,4.80412E-05,3349,0.160890075
mary,328,4.80412E-05,3350,0.160938116
gates,328,4.80412E-05,3351,0.160986158
consideration,328,4.80412E-05,3352,0.161034199
bergen,328,4.80412E-05,3353,0.16108224
nearby,327,4.78948E-05,3354,0.16063903
gov,327,4.78948E-05,3355,0.160686925
peter,327,4.78948E-05,3356,0.16073482
attracted,327,4.78948E-05,3357,0.160782715
alerts,326,4.77483E-05,3358,0.160338773
write,326,4.77483E-05,3359,0.160386521
extinct,325,4.76018E-05,3360,0.15994214
mr,325,4.76018E-05,3361,0.159989741
praised,325,4.76018E-05,3362,0.160037343
returned,325,4.76018E-05,3363,0.160084945
planes,325,4.76018E-05,3364,0.160132547
message,325,4.76018E-05,3365,0.160180149
scared,325,4.76018E-05,3366,0.160227751
youcaring,324,4.74554E-05,3367,0.159782197
handful,324,4.74554E-05,3368,0.159829653
go,324,4.74554E-05,3369,0.159877108
buried,324,4.74554E-05,3370,0.159924564
relative,323,4.73089E-05,3371,0.159478278
issue,323,4.73089E-05,3372,0.159525587
syria,323,4.73089E-05,3373,0.159572896
ton,321,4.7016E-05,3374,0.158631844
past,321,4.7016E-05,3375,0.15867886
fight,321,4.7016E-05,3376,0.158725876
position,320,4.68695E-05,3377,0.158278273
upright,319,4.6723E-05,3378,0.157830376
thinks,319,4.6723E-05,3379,0.157877099
trafficked,318,4.65766E-05,3380,0.157428763
heavy,318,4.65766E-05,3381,0.15747534
struggles,318,4.65766E-05,3382,0.157521916
stance,318,4.65766E-05,3383,0.157568493
left,317,4.64301E-05,3384,0.157119424
clash,317,4.64301E-05,3385,0.157165855
critically,317,4.64301E-05,3386,0.157212285
cried,317,4.64301E-05,3387,0.157258715
mammal,316,4.62836E-05,3388,0.156808914
rain,316,4.62836E-05,3389,0.156855198
scalecovered,315,4.61372E-05,3390,0.156404958
foreshadowed,315,4.61372E-05,3391,0.156451095
assertion,315,4.61372E-05,3392,0.156497232
wrote,314,4.59907E-05,3393,0.156046406
suhrs,314,4.59907E-05,3394,0.156092397
welcomes,314,4.59907E-05,3395,0.156138387
bizarre,314,4.59907E-05,3396,0.156184378
pushed,314,4.59907E-05,3397,0.156230369
ntsb,313,4.58442E-05,3398,0.155778664
whos,313,4.58442E-05,3399,0.155824508
subscribe,312,4.56978E-05,3400,0.155372364
cupp,312,4.56978E-05,3401,0.155418062
detailed,311,4.55513E-05,3402,0.154965478
though,310,4.54048E-05,3403,0.154512602
tearing,310,4.54048E-05,3404,0.154558007
led,309,4.52584E-05,3405,0.154104691
undercover,309,4.52584E-05,3406,0.154149949
went,308,4.51119E-05,3407,0.153696194
priority,308,4.51119E-05,3408,0.153741306
going,308,4.51119E-05,3409,0.153786418
crooked,308,4.51119E-05,3410,0.15383153
sams,307,4.49654E-05,3411,0.153377042
welcome,307,4.49654E-05,3412,0.153422007
restrained,306,4.4819E-05,3413,0.15296708
polls,306,4.4819E-05,3414,0.153011899
scouts,306,4.4819E-05,3415,0.153056718
far,306,4.4819E-05,3416,0.153101537
uncle,306,4.4819E-05,3417,0.153146356
transgender,305,4.46725E-05,3418,0.15269055
hey,305,4.46725E-05,3419,0.152735223
lift,304,4.4526E-05,3420,0.152278978
shortlist,304,4.4526E-05,3421,0.152323504
vote,304,4.4526E-05,3422,0.15236803
hmm,304,4.4526E-05,3423,0.152412556
fund,303,4.43795E-05,3424,0.151955578
departure,303,4.43795E-05,3425,0.151999958
education,302,4.42331E-05,3426,0.151542541
reported,301,4.40866E-05,3427,0.151084831
prevented,301,4.40866E-05,3428,0.151128918
analyst,301,4.40866E-05,3429,0.151173004
heard,301,4.40866E-05,3430,0.151217091
youve,299,4.37937E-05,3431,0.15025612
national,299,4.37937E-05,3432,0.150299913
torrential,299,4.37937E-05,3433,0.150343707
15000,298,4.36472E-05,3434,0.149884533
oath,297,4.35007E-05,3435,0.149425065
exit,297,4.35007E-05,3436,0.149468566
plane,297,4.35007E-05,3437,0.149512067
impending,296,4.33543E-05,3438,0.149052013
rally,296,4.33543E-05,3439,0.149095368
preventing,295,4.32078E-05,3440,0.148634875
sit,294,4.30613E-05,3441,0.148174089
mounted,293,4.29149E-05,3442,0.14771301
dark,293,4.29149E-05,3443,0.147755925
move,293,4.29149E-05,3444,0.14779884
important,292,4.27684E-05,3445,0.147337176
enlistment,292,4.27684E-05,3446,0.147379944
personnel,291,4.26219E-05,3447,0.14691784
50000,291,4.26219E-05,3448,0.146960462
strike,291,4.26219E-05,3449,0.147003084
speculation,291,4.26219E-05,3450,0.147045706
bed,291,4.26219E-05,3451,0.147088328
crowdfunding,290,4.24755E-05,3452,0.146625345
fighters,290,4.24755E-05,3453,0.146667821
vp,290,4.24755E-05,3454,0.146710296
marks,290,4.24755E-05,3455,0.146752772
happens,289,4.2329E-05,3456,0.146289057
passenger,289,4.2329E-05,3457,0.146331386
collect,289,4.2329E-05,3458,0.146373715
returning,288,4.21825E-05,3459,0.145909414
container,288,4.21825E-05,3460,0.145951596
talk,288,4.21825E-05,3461,0.145993779
visited,287,4.20361E-05,3462,0.145528892
conservative,287,4.20361E-05,3463,0.145570928
800foot,287,4.20361E-05,3464,0.145612964
cincinnati,287,4.20361E-05,3465,0.145655
nearly,286,4.18896E-05,3466,0.145189381
context,286,4.18896E-05,3467,0.145231271
donations,286,4.18896E-05,3468,0.145273161
vishwanath,286,4.18896E-05,3469,0.14531505
arun,285,4.17431E-05,3470,0.144848699
factions,285,4.17431E-05,3471,0.144890442
warring,284,4.15967E-05,3472,0.144423651
portions,284,4.15967E-05,3473,0.144465248
writes,284,4.15967E-05,3474,0.144506844
shell,284,4.15967E-05,3475,0.144548441
unite,283,4.14502E-05,3476,0.144080918
unify,283,4.14502E-05,3477,0.144122368
recruitment,282,4.13037E-05,3478,0.143654405
313pm,281,4.11573E-05,3479,0.14318615
disney,281,4.11573E-05,3480,0.143227307
18000,281,4.11573E-05,3481,0.143268464
outreach,280,4.10108E-05,3482,0.142799623
anywhere,280,4.10108E-05,3483,0.142840634
downtown,280,4.10108E-05,3484,0.142881645
morning,280,4.10108E-05,3485,0.142922656
declared,279,4.08643E-05,3486,0.142453082
confirming,279,4.08643E-05,3487,0.142493946
cases,278,4.07179E-05,3488,0.142023933
virtually,278,4.07179E-05,3489,0.142064651
rosenwald,277,4.05714E-05,3490,0.141594198
didnt,277,4.05714E-05,3491,0.14163477
serve,277,4.05714E-05,3492,0.141675341
brian,276,4.04249E-05,3493,0.141204303
612,276,4.04249E-05,3494,0.141244728
kristinawilliams,275,4.02785E-05,3495,0.14077325
skid,274,4.0132E-05,3496,0.140301479
candidly,274,4.0132E-05,3497,0.140341611
💜💖,274,4.0132E-05,3498,0.140381743
lyrics,274,4.0132E-05,3499,0.140421875
hire,274,4.0132E-05,3500,0.140462007
kristina,273,3.99855E-05,3501,0.139989358
upscale,273,3.99855E-05,3502,0.140029343
crew,273,3.99855E-05,3503,0.140069329
interest,272,3.98391E-05,3504,0.139596093
💖💜,272,3.98391E-05,3505,0.139635932
malware,272,3.98391E-05,3506,0.139675772
hard,271,3.96926E-05,3507,0.13920195
albums,271,3.96926E-05,3508,0.139241643
internet,271,3.96926E-05,3509,0.139281335
stranding,271,3.96926E-05,3510,0.139321028
dis,270,3.95461E-05,3511,0.138846474
failed,270,3.95461E-05,3512,0.138886021
assumption,270,3.95461E-05,3513,0.138925567
labels,269,3.93997E-05,3514,0.138450427
joseph,269,3.93997E-05,3515,0.138489827
propulsion,269,3.93997E-05,3516,0.138529227
advisory,268,3.92532E-05,3517,0.138053501
thanks,268,3.92532E-05,3518,0.138092754
split,268,3.92532E-05,3519,0.138132008
deon,268,3.92532E-05,3520,0.138171261
flood,267,3.91067E-05,3521,0.137694803
ships,267,3.91067E-05,3522,0.13773391
reprint,266,3.89603E-05,3523,0.137257013
befriended,266,3.89603E-05,3524,0.137295973
walt,266,3.89603E-05,3525,0.137334933
mission,266,3.89603E-05,3526,0.137373894
starting,265,3.88138E-05,3527,0.136896264
freedmangurspan,265,3.88138E-05,3528,0.136935078
lifes,265,3.88138E-05,3529,0.136973892
kofman,264,3.86673E-05,3530,0.136495677
afterhours,264,3.86673E-05,3531,0.136534344
raffi,264,3.86673E-05,3532,0.136573011
cooler,263,3.85209E-05,3533,0.13609421
extortion,263,3.85209E-05,3534,0.136132731
joaquin,263,3.85209E-05,3535,0.136171252
encouraged,263,3.85209E-05,3536,0.136209773
room,262,3.83744E-05,3537,0.135730239
hurricane,262,3.83744E-05,3538,0.135768614
plummeted,261,3.82279E-05,3539,0.135288641
handling,260,3.80815E-05,3540,0.134808375
gore,260,3.80815E-05,3541,0.134846456
podesta,260,3.80815E-05,3542,0.134884538
tipper,259,3.7935E-05,3543,0.134403686
absence,259,3.7935E-05,3544,0.134441621
exaggerations,259,3.7935E-05,3545,0.134479556
tech30,258,3.77885E-05,3546,0.133998118
beat,258,3.77885E-05,3547,0.134035907
solidify,258,3.77885E-05,3548,0.134073696
weeklong,258,3.77885E-05,3549,0.134111484
gores,257,3.76421E-05,3550,0.133629314
levels,257,3.76421E-05,3551,0.133666956
coming,257,3.76421E-05,3552,0.133704598
streamlined,256,3.74956E-05,3553,0.133221843
aapl,256,3.74956E-05,3554,0.133259338
counterterrorism,256,3.74956E-05,3555,0.133296834
hail,256,3.74956E-05,3556,0.133334329
showing,255,3.73491E-05,3557,0.132850841
cold,255,3.73491E-05,3558,0.13288819
fine,255,3.73491E-05,3559,0.132925539
complexity,254,3.72027E-05,3560,0.132441465
4000,254,3.72027E-05,3561,0.132478668
instagram,253,3.70562E-05,3562,0.131994155
purpose,253,3.70562E-05,3563,0.132031211
immense,253,3.70562E-05,3564,0.132068267
closest,253,3.70562E-05,3565,0.132105323
triumphantly,252,3.69097E-05,3566,0.131620078
our,252,3.69097E-05,3567,0.131656987
resource,252,3.69097E-05,3568,0.131693897
summer,252,3.69097E-05,3569,0.131730807
faro,252,3.69097E-05,3570,0.131767717
quite,251,3.67633E-05,3571,0.131281592
is,251,3.67633E-05,3572,0.131318355
cop,250,3.66168E-05,3573,0.130831791
submarine,250,3.66168E-05,3574,0.130868408
it,250,3.66168E-05,3575,0.130905025
wichita,250,3.66168E-05,3576,0.130941642
russias,249,3.64703E-05,3577,0.130454346
bond,249,3.64703E-05,3578,0.130490816
angel,249,3.64703E-05,3579,0.130527286
rival,249,3.64703E-05,3580,0.130563756
rows,248,3.63239E-05,3581,0.130075728
common,248,3.63239E-05,3582,0.130112052
exchanged,248,3.63239E-05,3583,0.130148376
democratic,248,3.63239E-05,3584,0.130184699
formation,247,3.61774E-05,3585,0.129695939
tripped,247,3.61774E-05,3586,0.129732116
frankfurt,247,3.61774E-05,3587,0.129768293
ice,247,3.61774E-05,3588,0.129804471
patrol,245,3.58845E-05,3589,0.128789307
plot,245,3.58845E-05,3590,0.128825191
this,245,3.58845E-05,3591,0.128861076
sensed,245,3.58845E-05,3592,0.12889696
work,244,3.5738E-05,3593,0.128406588
terror,244,3.5738E-05,3594,0.128442326
suggestions,244,3.5738E-05,3595,0.128478064
notable,243,3.55915E-05,3596,0.127987106
polish,243,3.55915E-05,3597,0.128022698
not,243,3.55915E-05,3598,0.128058289
constantly,243,3.55915E-05,3599,0.128093881
camps,243,3.55915E-05,3600,0.128129472
jihadist,243,3.55915E-05,3601,0.128165064
lousy,242,3.54451E-05,3602,0.127673081
tent,242,3.54451E-05,3603,0.127708526
onenight,242,3.54451E-05,3604,0.127743971
403pm,241,3.52986E-05,3605,0.127251402
thwart,241,3.52986E-05,3606,0.1272867
vice,241,3.52986E-05,3607,0.127321999
somewhat,241,3.52986E-05,3608,0.127357297
complimented,240,3.51521E-05,3609,0.126863996
great,240,3.51521E-05,3610,0.126899148
seized,240,3.51521E-05,3611,0.1269343
but,240,3.51521E-05,3612,0.126969452
garages,240,3.51521E-05,3613,0.127004604
took,239,3.50057E-05,3614,0.126510424
penalties,239,3.50057E-05,3615,0.12654543
headquarters,239,3.50057E-05,3616,0.126580436
nikki,239,3.50057E-05,3617,0.126615441
job,239,3.50057E-05,3618,0.126650447
a,238,3.48592E-05,3619,0.126155388
maximum,238,3.48592E-05,3620,0.126190247
28,237,3.47127E-05,3621,0.125694749
do,237,3.47127E-05,3622,0.125729461
dried,237,3.47127E-05,3623,0.125764174
valley,237,3.47127E-05,3624,0.125798887
recalls,236,3.45662E-05,3625,0.125302656
to,236,3.45662E-05,3626,0.125337222
dusty,236,3.45662E-05,3627,0.125371789
laurzaur,235,3.44198E-05,3628,0.124874972
tuesdays,235,3.44198E-05,3629,0.124909392
here,235,3.44198E-05,3630,0.124943812
nobles,235,3.44198E-05,3631,0.124978231
hertling,235,3.44198E-05,3632,0.125012651
mark,234,3.42733E-05,3633,0.124514956
cheers,234,3.42733E-05,3634,0.124549229
fights,234,3.42733E-05,3635,0.124583502
are,234,3.42733E-05,3636,0.124617776
children,234,3.42733E-05,3637,0.124652049
headache,233,3.41268E-05,3638,0.124153475
we,233,3.41268E-05,3639,0.124187602
lauren,233,3.41268E-05,3640,0.124221728
stage,232,3.39804E-05,3641,0.123722568
adore,232,3.39804E-05,3642,0.123756549
prestige,232,3.39804E-05,3643,0.123790529
kinds,232,3.39804E-05,3644,0.123824509
and,232,3.39804E-05,3645,0.12385849
trumprelated,232,3.39804E-05,3646,0.12389247
donate,232,3.39804E-05,3647,0.123926451
33,231,3.38339E-05,3648,0.123426119
journalists,231,3.38339E-05,3649,0.123459953
facebook,230,3.36874E-05,3650,0.122959182
climbed,230,3.36874E-05,3651,0.122992869
perpetuity,230,3.36874E-05,3652,0.123026556
before,230,3.36874E-05,3653,0.123060244
headwinds,230,3.36874E-05,3654,0.123093931
scrum,229,3.3541E-05,3655,0.122592281
active,229,3.3541E-05,3656,0.122625822
macroeconomic,229,3.3541E-05,3657,0.122659363
palm,228,3.33945E-05,3658,0.122157127
apple,228,3.33945E-05,3659,0.122190522
conclusion,228,3.33945E-05,3660,0.122223916
never,228,3.33945E-05,3661,0.122257311
gop,228,3.33945E-05,3662,0.122290705
600,228,3.33945E-05,3663,0.1223241
weve,227,3.3248E-05,3664,0.121820839
devised,227,3.3248E-05,3665,0.121854087
bahamas,226,3.31016E-05,3666,0.121350386
who,226,3.31016E-05,3667,0.121383488
detroit,226,3.31016E-05,3668,0.121416589
resigned,225,3.29551E-05,3669,0.120912303
alone,225,3.29551E-05,3670,0.120945258
of,225,3.29551E-05,3671,0.120978213
challenge,225,3.29551E-05,3672,0.121011168
acquitted,225,3.29551E-05,3673,0.121044123
fantastic,224,3.28086E-05,3674,0.120538958
soul,224,3.28086E-05,3675,0.120571767
filled,224,3.28086E-05,3676,0.120604575
antiterror,224,3.28086E-05,3677,0.120637384
naias,223,3.26622E-05,3678,0.120131486
faces,223,3.26622E-05,3679,0.120164149
missing,223,3.26622E-05,3680,0.120196811
places,222,3.25157E-05,3681,0.119690327
showdown,222,3.25157E-05,3682,0.119722843
europes,222,3.25157E-05,3683,0.119755359
heart,222,3.25157E-05,3684,0.119787875
auto,222,3.25157E-05,3685,0.11982039
the,221,3.23692E-05,3686,0.119313028
columns,221,3.23692E-05,3687,0.119345397
explains,221,3.23692E-05,3688,0.119377766
wealthiest,221,3.23692E-05,3689,0.119410136
gossip,220,3.22228E-05,3690,0.118902041
florida,220,3.22228E-05,3691,0.118934264
piece,220,3.22228E-05,3692,0.118966487
andersen,220,3.22228E-05,3693,0.118998709
it’s,220,3.22228E-05,3694,0.119030932
execution,220,3.22228E-05,3695,0.119063155
jason,220,3.22228E-05,3696,0.119095378
attempting,219,3.20763E-05,3697,0.118586111
martin,219,3.20763E-05,3698,0.118618188
north,219,3.20763E-05,3699,0.118650264
excellent,219,3.20763E-05,3700,0.11868234
jacksonville,219,3.20763E-05,3701,0.118714417
months,218,3.19298E-05,3702,0.118204272
accountable,218,3.19298E-05,3703,0.118236201
pilot,217,3.17834E-05,3704,0.117725617
rico,217,3.17834E-05,3705,0.1177574
what,217,3.17834E-05,3706,0.117789184
guilty,217,3.17834E-05,3707,0.117820967
weaken,217,3.17834E-05,3708,0.11785275
puerto,216,3.16369E-05,3709,0.117341287
mia,216,3.16369E-05,3710,0.117372924
elections,216,3.16369E-05,3711,0.117404561
morrison,214,3.1344E-05,3712,0.116348826
headed,214,3.1344E-05,3713,0.11638017
accompanying,214,3.1344E-05,3714,0.116411514
greg,213,3.11975E-05,3715,0.115898732
legacy,213,3.11975E-05,3716,0.11592993
sixyearveteran,213,3.11975E-05,3717,0.115961127
just,213,3.11975E-05,3718,0.115992325
clairols,213,3.11975E-05,3719,0.116023522
enough,213,3.11975E-05,3720,0.11605472
corporate,213,3.11975E-05,3721,0.116085917
creative,212,3.1051E-05,3722,0.115571964
pause,212,3.1051E-05,3723,0.115603015
isn’t,212,3.1051E-05,3724,0.115634066
substantive,212,3.1051E-05,3725,0.115665117
secretary,212,3.1051E-05,3726,0.115696168
resident,211,3.09046E-05,3727,0.115181336
anguish,211,3.09046E-05,3728,0.11521224
utah,211,3.09046E-05,3729,0.115243145
elimination,211,3.09046E-05,3730,0.11527405
frequently,211,3.09046E-05,3731,0.115304954
silicon,210,3.07581E-05,3732,0.114789243
celebrates,210,3.07581E-05,3733,0.114820001
tell,210,3.07581E-05,3734,0.114850759
familys,210,3.07581E-05,3735,0.114881518
usflagged,210,3.07581E-05,3736,0.114912276
northwestern,210,3.07581E-05,3737,0.114943034
avon,209,3.06116E-05,3738,0.114426298
investors,209,3.06116E-05,3739,0.114456909
outspoken,209,3.06116E-05,3740,0.114487521
spread,209,3.06116E-05,3741,0.114518133
40yearold,209,3.06116E-05,3742,0.114548744
markets,208,3.04652E-05,3743,0.114031129
attacks,208,3.04652E-05,3744,0.114061594
want,208,3.04652E-05,3745,0.11409206
